Ártal,Grófflokkun,Fínflokkun,Lýsing,Nánar,Virkur,Listi sakarefna í Réttarvörslugátt/Frá dómstólum,Spurningar / athugasemdir
2010-605-032-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Bifreið búin skífuökurita en ökumaður getur ekki framvísað að ósk eftirlitsmanns  (rg.605/2010): ,Handskrifaðri skráningu og útprentun yfirstandandi dags og næstliðinna 28 daga - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-032-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Bifreið búin skífuökurita en ökumaður getur ekki framvísað að ósk eftirlitsmanns  (rg.605/2010): ,Handskrifaðri skráningu og útprentun yfirstandandi dags og næstliðinna 28 daga - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-032-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Bifreið búin skífuökurita en ökumaður getur ekki framvísað að ósk eftirlitsmanns  (rg.605/2010): ,Ökumannskorti sé hann handhafi slíks korts - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-032-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Bifreið búin skífuökurita en ökumaður getur ekki framvísað að ósk eftirlitsmanns  (rg.605/2010): ,Ökumannskorti sé hann handhafi slíks korts - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-032-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Bifreið búin skífuökurita en ökumaður getur ekki framvísað að ósk eftirlitsmanns  (rg.605/2010): ,Ökuritaskífum fyrir yfirstandandi dag og ökuritaskífum sem hann notaði næstliðna 28 daga - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-032-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Bifreið búin skífuökurita en ökumaður getur ekki framvísað að ósk eftirlitsmanns  (rg.605/2010): ,Ökuritaskífum fyrir yfirstandandi dag og ökuritaskífum sem hann notaði næstliðna 28 daga - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-033-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Bifreið er búin rafrænum ökurita en ökumaður getur ekki, að ósk eftirlitsmanns, framvísað (rg.605/2010)",Handskrifuðum blöðum og útprentum yfirstandandi dags og næstliðinna 28 daga eins og krafist er samkvæmt þessari reglugerð - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-033-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Bifreið er búin rafrænum ökurita en ökumaður getur ekki, að ósk eftirlitsmanns, framvísað (rg.605/2010)",Handskrifuðum blöðum og útprentum yfirstandandi dags og næstliðinna 28 daga eins og krafist er samkvæmt þessari reglugerð - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-033-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Bifreið er búin rafrænum ökurita en ökumaður getur ekki, að ósk eftirlitsmanns, framvísað (rg.605/2010)",Útprentun með upplýsingum um akstur þann sem fellur undir 7. og 9. gr. reglugerðar nr. 605/2010 - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-033-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Bifreið er búin rafrænum ökurita en ökumaður getur ekki, að ósk eftirlitsmanns, framvísað (rg.605/2010)",Útprentun með upplýsingum um akstur þann sem fellur undir 7. og 9. gr. reglugerðar nr. 605/2010 - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-033-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Bifreið er búin rafrænum ökurita en ökumaður getur ekki, að ósk eftirlitsmanns, framvísað (rg.605/2010)",Ökumannskorti sínu - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-033-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Bifreið er búin rafrænum ökurita en ökumaður getur ekki, að ósk eftirlitsmanns, framvísað (rg.605/2010)",Ökumannskorti sínu - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-033-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Bifreið er búin rafrænum ökurita en ökumaður getur ekki, að ósk eftirlitsmanns, framvísað (rg.605/2010)","Ökuritaskífunum frá því tímabili, sem um getur í 1. mgr. 32. gr., hafi hann á því tímabili ekið bifreið með skífuökurita - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-033-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Bifreið er búin rafrænum ökurita en ökumaður getur ekki, að ósk eftirlitsmanns, framvísað (rg.605/2010)","Ökuritaskífunum frá því tímabili, sem um getur í 1. mgr. 32. gr., hafi hann á því tímabili ekið bifreið með skífuökurita - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-035-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Ökumaður færir ekki inn á ökuritaskífu, varaeintak eða blað upplýsingar um þau tímabil sem ökuriti skráir ekki lengur eða prentar út með réttum hætti vegna bilunar (rg.605/2010)",Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-035-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Ökumaður færir ekki inn á ökuritaskífu, varaeintak eða blað upplýsingar um þau tímabil sem ökuriti skráir ekki lengur eða prentar út með réttum hætti vegna bilunar (rg.605/2010)",Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-035-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Ökumaður prentar ekki út upplýsingar í lok ferðar um tímabilin sem ökuritinn skráði og færir ekki inn á útprentunina upplýsingar sem gera kleift að bera kennsl á ökumanninn, svo sem honum ber að gera, sé ökumannskortið gallað, ónothæft eða týnt eða því he",Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-035-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Ökumaður prentar ekki út upplýsingar í lok ferðar um tímabilin sem ökuritinn skráði og færir ekki inn á útprentunina upplýsingar sem gera kleift að bera kennsl á ökumanninn, svo sem honum ber að gera, sé ökumannskortið gallað, ónothæft eða týnt eða því he",Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-040-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Óheimil notkun ökumannskorts,"Ökumaður notar ítrekað ökumannskort sem er gallað, fallið úr gildi eða hefur verið tilkynnt um sem týnt eða stolið - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-040-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Óheimil notkun ökumannskorts,"Ökumaður notar ítrekað ökumannskort sem er gallað, fallið úr gildi eða hefur verið tilkynnt um sem týnt eða stolið - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-040-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Óheimil notkun ökumannskorts,Ökumaður notar ökumannskort sem ekki er auðkennt með nafni hans - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-040-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Óheimil notkun ökumannskorts,Ökumaður notar ökumannskort sem ekki er auðkennt með nafni hans - Sekt ökumanns,TRUE,Umferðarlagabrot,
2011-445-000-000,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Brot gegn bráðabirgðaákvæðum reglugerðar nr. 605/2010 um aksturs- og hvíldartíma ökumanna, notkun ökurita og eftirlit.  Tímaáætlun eða vaktaskrá ekki framvísað.     ",Brot flytjanda,TRUE,Umferðarlagabrot,
2011-445-000-000,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Brot gegn bráðabirgðaákvæðum reglugerðar nr. 605/2010 um aksturs- og hvíldartíma ökumanna, notkun ökurita og eftirlit.  Tímaáætlun eða vaktaskrá ekki framvísað.     ",Brot ökumanns,TRUE,Umferðarlagabrot,
2017-474-005-000,Umferðarlagabrot,Umferðarlög,Öll ökutæki leyfishafa,Ökutæki ekki tilkynnt,TRUE,Umferðarlagabrot,
2019-077-004-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Almenn aðgæsluskylda,Eigi sýnd nægjanleg tillitssemi eða varúð,TRUE,Umferðarlagabrot,
2019-077-004-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Almenn aðgæsluskylda,"Sérstaka tillitssemi skal sýna börnum, öldruðum, fötluðum, sjúkum ofl.",TRUE,Umferðarlagabrot,
2019-077-005-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Leikir o.fl.,Stokkið af eða upp í ökutæki á ferð eða verið utan á ökutæki á ferð,TRUE,Umferðarlagabrot,
2019-077-005-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Leikir o.fl.,Hangið í ökutæki á ferð,TRUE,Umferðarlagabrot,
2019-077-005-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Leikir o.fl.,"Maður á skíðum, hjólaskíðum, skautum, hjólaskautum eða svipuðum tækjum dreginn á vegi",TRUE,Umferðarlagabrot,
2019-077-006-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Óhreinkun vegar o.fl.,Einhverju fleygt eða skilið eftir á vegi sem gæti valdið hættu eða óþægindum fyrir umferð,TRUE,Umferðarlagabrot,
2019-077-006-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Óhreinkun vegar o.fl.,Sorpi eða öðru fleygt út úr ökutæki eða skilið eftir á vegi sem óhreinkar veg eða náttúru,TRUE,Umferðarlagabrot,
2019-077-007-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Fyrirmæli og leiðbeiningar fyrir umferð,Ekið gegn rauðu ljósi,TRUE,Umferðarlagabrot,
2019-077-007-003,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Fyrirmæli og leiðbeiningar fyrir umferð,Bann við framúrakstri eigi virt,TRUE,Umferðarlagabrot,
2019-077-007-003,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Fyrirmæli og leiðbeiningar fyrir umferð,Ekið gegn einstefnu,TRUE,Umferðarlagabrot,
2019-077-007-003,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Fyrirmæli og leiðbeiningar fyrir umferð,Hjólað gegn rauðu umferðarljósi,TRUE,Umferðarlagabrot,
2019-077-007-003,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Fyrirmæli og leiðbeiningar fyrir umferð,Önnur umferðarmerki eigi virt (nema leggja beri gjald á skv. c-lið,TRUE,Umferðarlagabrot,
2019-077-007-005,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Fyrirmæli og leiðbeiningar fyrir umferð,Óhlýðni ökumanns við leiðbeiningum og merkjagjöf lögreglu,TRUE,Umferðarlagabrot,
2019-077-007-006,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Fyrirmæli og leiðbeiningar fyrir umferð,"Ökumaður sem ætla má að merkjagjöf lögreglu um stöðvun, ljós- og/eða hljóðmerki, beinist að honum stöðvar ekki ökutæki sitt strax",TRUE,Umferðarlagabrot,
2019-077-008-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Rekstur búfjár,Búfé rekið á vegi í þéttbýli án leyfis lögreglustjóra,TRUE,Umferðarlagabrot,
2019-077-008-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Rekstur búfjár,Of fáir gæslumenn við rekstur búfjár í dreifbýli,TRUE,Umferðarlagabrot,
2019-077-008-003,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Rekstur búfjár,Búfé ekki vikið fljótt og greiðlega úr vegi annarrar umferðar,TRUE,Umferðarlagabrot,
2019-077-009-001,Umferðarlagabrot,Xi. Kafli.  Óhreinkun vegar o.fl.,Vistgötur,Ekið hraðar en 10 km á klst,TRUE,Umferðarlagabrot,
2019-077-009-001,Umferðarlagabrot,Xi. Kafli.  Óhreinkun vegar o.fl.,Vistgötur,Ekið hraðar en 20 km á klst,TRUE,Umferðarlagabrot,
2019-077-009-002,Umferðarlagabrot,Xi. Kafli.  Óhreinkun vegar o.fl.,Vistgötur,Ökutæki lagt utan merktra stæða á vistgötu. Gjald skv. 109. gr,TRUE,Umferðarlagabrot,
2019-077-010-001,Umferðarlagabrot,Umferðarlög,Göngugata,Óheimil umferð vélknúinna ökutækja um göngugötu,TRUE,Umferðarlagabrot,
2019-077-010-003,Umferðarlagabrot,Umferðarlög,Göngugata,Ógætilegur akstur vélknúins ökutækis um göngugötu,TRUE,Umferðarlagabrot,
2019-077-010-004,Umferðarlagabrot,Umferðarlög,Göngugata,Ógætilegar hjólreiðar á göngugötu,TRUE,Umferðarlagabrot,
2019-077-011-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Almennar reglur um forgangsakstur,Eigi vikið í tæka tíð fyrir ökutæki sem gefur hljóð- eða ljósmerki,TRUE,Umferðarlagabrot,
2019-077-011-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Almennar reglur um forgangsakstur,Hvít veifa notuð án heimildar,TRUE,Umferðarlagabrot,
2019-077-012-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Aðgát við slys- eða brunastað og við hópgöngur,Óviðkomandi hamlar björgunarstarfi með því að vera of nærri slys- eða brunastað,TRUE,Umferðarlagabrot,
2019-077-012-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Aðgát við slys- eða brunastað og við hópgöngur,Vegfarandi hindrar eða rýfur för hóps barna undir leiðsögn stjórnanda eða annarrar hópgöngu,TRUE,Umferðarlagabrot,
2019-077-013-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skemmdir á umferðarmerkjum,Umferðarmerki numið á brott eða breytt,TRUE,Umferðarlagabrot,
2019-077-013-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skemmdir á umferðarmerkjum,Eigi gerðar viðeigandi ráðstafanir vegna skemmda á umferðarmerki,TRUE,Umferðarlagabrot,
2019-077-014-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skyldur vegfarenda við umferðaróhapp,Eigi numið staðar og gerðar ráðstafanir,TRUE,Umferðarlagabrot,
2019-077-014-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skyldur vegfarenda við umferðaróhapp,Vanrækt að tilkynna lögreglu um slys,TRUE,Umferðarlagabrot,
2019-077-014-003,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skyldur vegfarenda við umferðaróhapp,Vettvangi raskað eða ummerki fjarlægð,TRUE,Umferðarlagabrot,
2019-077-015-001,Umferðarlagabrot,III. kafli. Umferðarreglur fyrir gangandi vegfarendur,"Notkun gangstétta, göngustíga o.fl.","Gangandi, gangstétt eða gangstígur ekki notaður",TRUE,Umferðarlagabrot,
2019-077-015-002,Umferðarlagabrot,III. kafli. Umferðarreglur fyrir gangandi vegfarendur,"Notkun gangstétta, göngustíga o.fl.","Gangandi, gengið röngu megin á vegi sem er án gangstígs eða stéttar",TRUE,Umferðarlagabrot,
2019-077-016-003,Umferðarlagabrot,III. kafli. Umferðarreglur fyrir gangandi vegfarendur,Ganga yfir akbraut,Gengið gegn merkjagjöf lögreglu,TRUE,Umferðarlagabrot,
2019-077-016-003,Umferðarlagabrot,III. kafli. Umferðarreglur fyrir gangandi vegfarendur,Ganga yfir akbraut,Gengið gegn rauðu ljósi,TRUE,Umferðarlagabrot,
2019-077-017-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Notkun akbrauta,Ekið eftir gangstétt eða gangstíg og hættu valdið,TRUE,Umferðarlagabrot,
2019-077-017-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Notkun akbrauta,"Ekið eftir gangstétt, gangstíg, hjólastíg og merktum reiðstíg",TRUE,Umferðarlagabrot,
2019-077-017-002,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Notkun akbrauta,Eigi notuð sú rein sem ökutæki er ætluð,TRUE,Umferðarlagabrot,
2019-077-018-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Hvar skal aka á vegi,Ökutæki eigi haldið nægjanlega til hægri,TRUE,Umferðarlagabrot,
2019-077-018-002,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Hvar skal aka á vegi,Of stutt bil milli ökutækja,TRUE,Umferðarlagabrot,
2019-077-018-004,Umferðarlagabrot,Um ökumenn,Ekki ekið hægra megin við umferðareyju og þess háttar sem komið er fyrir á akbraut,,TRUE,Umferðarlagabrot,
2019-077-019-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Akstur á vegamótum og í beygjum og hringtorgum,Skipt um akrein við eða á vegamótum,TRUE,Umferðarlagabrot,
2019-077-019-002,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Akstur á vegamótum og í beygjum og hringtorgum,Röng staðsetning fyrir og við beygju á vegamótum,TRUE,Umferðarlagabrot,
2019-077-019-003,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Akstur á vegamótum og í beygjum og hringtorgum,Rangt staðið að mætingu bifreiðar úr gagnstæðri átt á vegamótum,TRUE,Umferðarlagabrot,
2019-077-019-004,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Akstur á vegamótum og í beygjum og hringtorgum,Beygt inn á akbraut án nægilegs tillits til annarrar umferðar eða akstursleiðar,TRUE,Umferðarlagabrot,
2019-077-019-005,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Akstur á vegamótum og í beygjum og hringtorgum,Röng notkun akreinar miðað við umferðaraðstæður eða akstursleið,TRUE,Umferðarlagabrot,
2019-077-019-006,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Akstur á vegamótum og í beygjum og hringtorgum,"Röng notkun akreina eða forgangur eigi virtur í hringtorgi, skipt um akrein við eða í hringtorgi",TRUE,Umferðarlagabrot,
2019-077-020-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,"Að snúa ökutæki, aka aftur á bak og skipta um akrein",Ökutæki bakkað eða snúið við þannig að hætta eða óþægindi skapast fyrir aðra,TRUE,Umferðarlagabrot,
2019-077-020-002,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,"Að snúa ökutæki, aka aftur á bak og skipta um akrein","Eigi höfð nægileg aðgát við akstur frá vegarbrún, þegar skipt er um akrein ...",TRUE,Umferðarlagabrot,
2019-077-020-003,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,"Að snúa ökutæki, aka aftur á bak og skipta um akrein",Vanræksla á skyldum við akstur frá aðrein yfir á akrein,TRUE,Umferðarlagabrot,
2019-077-020-003,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,"Að snúa ökutæki, aka aftur á bak og skipta um akrein",Vanrækt að auðvelda umferð af aðrein inn á akrein,TRUE,Umferðarlagabrot,
2019-077-020-004,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,"Að snúa ökutæki, aka aftur á bak og skipta um akrein",Vanræksla á skyldum þegar akreinar renna saman,TRUE,Umferðarlagabrot,
2019-077-020-005,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,"Að snúa ökutæki, aka aftur á bak og skipta um akrein",Röng notkun fráreinar,TRUE,Umferðarlagabrot,
2019-077-020-006,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,"Að snúa ökutæki, aka aftur á bak og skipta um akrein","Ökutæki er, án fullnægjandi ástæðu, ekið þannig að það missi veggrip",TRUE,Umferðarlagabrot,
2019-077-021-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Akstur við biðstöð hópbifreiða í almenningsakstri o.fl.,Eigi virtur forgangur hópbifreiðar í almenningsakstri,TRUE,Umferðarlagabrot,
2019-077-021-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Akstur við biðstöð hópbifreiða í almenningsakstri o.fl.,Stjórnandi hópbifreiðar í almenningsakstri vanrækir aðgát við akstur frá biðstöð,TRUE,Umferðarlagabrot,
2019-077-021-002,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Akstur við biðstöð hópbifreiða í almenningsakstri o.fl.,Eigi sýnd sérstök aðgát í námunda við merkta skólabifreið sem hefur stansað,TRUE,Umferðarlagabrot,
2019-077-022-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Þegar ökutæki mætast,Eigi vikið nægilega eða dregið úr hraða,TRUE,Umferðarlagabrot,
2019-077-023-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Almennar reglur um framúrakstur,Ekið hægra megin fram úr þar sem slíkt er óheimilt,TRUE,Umferðarlagabrot,
2019-077-023-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Almennar reglur um framúrakstur,Ekið vinstra megin fram úr ökutæki sem er að sveigja til vinstri,TRUE,Umferðarlagabrot,
2019-077-023-002,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Almennar reglur um framúrakstur,Eigi sýnd nægileg varúð við framúrakstur (a-d liðir),TRUE,Umferðarlagabrot,
2019-077-023-003,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Almennar reglur um framúrakstur,Hliðarbil ófullnægjandi,TRUE,Umferðarlagabrot,
2019-077-023-004,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Almennar reglur um framúrakstur,Sveigt of snemma til hægri,TRUE,Umferðarlagabrot,
2019-077-023-005,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Almennar reglur um framúrakstur,Svigakstur á tveimur eða fleiri akreinum,TRUE,Umferðarlagabrot,
2019-077-023-006,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Almennar reglur um framúrakstur,Eigi sýnd nægileg aðgæsla þegar ekið er fram úr ökutæki í vegavinnu,TRUE,Umferðarlagabrot,
2019-077-024-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Aðgæsluskylda ökumanns við framúrakstur,Eigi vikið nægilega eða framúrakstur torveldaður,TRUE,Umferðarlagabrot,
2019-077-024-002,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Aðgæsluskylda ökumanns við framúrakstur,"Eigi vikið til hliðar, dregið úr hraða eða numið staðar, ef þörf krefur",TRUE,Umferðarlagabrot,
2019-077-025-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Bann við framúrakstri,Ekið fram úr við eða á vegamótum,TRUE,Umferðarlagabrot,
2019-077-025-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Bann við framúrakstri,Ekið fram úr þegar komið er að gangbraut eða á henni,TRUE,Umferðarlagabrot,
2019-077-025-001,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Bann við framúrakstri,Ekið fram úr öðru vélknúnu ökutæki yfir óbrotna miðlínu,TRUE,Umferðarlagabrot,
2019-077-025-003,Umferðarlagabrot,IV. kafli. Umferðarreglur fyrir ökumenn,Bann við framúrakstri,Ekið fram úr þegar vegsýn er skert,TRUE,Umferðarlagabrot,
2019-077-026-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skylda til að veita öðrum forgang,Eigi sýnd sérstök aðgát við vegamót,TRUE,Umferðarlagabrot,
2019-077-026-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skylda til að veita öðrum forgang,Biðskylda ekki virt,TRUE,Umferðarlagabrot,
2019-077-026-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skylda til að veita öðrum forgang,Stöðvunarskylda ekki virt,TRUE,Umferðarlagabrot,
2019-077-026-003,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skylda til að veita öðrum forgang,"Vanrækt að veita forgang við akstur út á veg frá bifreiðastæðum, lóðum, landareignum o.fl.",TRUE,Umferðarlagabrot,
2019-077-026-004,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skylda til að veita öðrum forgang,Eigi virtur almennur forgangur á vegamótum o.fl. (hægri reglan),TRUE,Umferðarlagabrot,
2019-077-026-005,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skylda til að veita öðrum forgang,Forgangur á sérrein eigi virtur,TRUE,Umferðarlagabrot,
2019-077-026-007,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skylda til að veita öðrum forgang,Forgangur eigi virtur,TRUE,Umferðarlagabrot,
2019-077-026-008,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skylda til að veita öðrum forgang,Réttur hjólreiðamanna á hjólarein eigi virtur,TRUE,Umferðarlagabrot,
2019-077-026-009,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Skylda til að veita öðrum forgang,Stöðvun ökutækis á eða við vegamót veldur óþarfa óþægindum,TRUE,Umferðarlagabrot,
2019-077-027-001,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Sérstakar skyldur gagnvart gangandi vegfarendum,Vanrækt að veita nægilegt rými á vegi o.fl.,TRUE,Umferðarlagabrot,
2019-077-027-002,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Sérstakar skyldur gagnvart gangandi vegfarendum,Forgangur gangandi vegfaranda eigi virtur eða ekið óvarlega á vegamótum o.fl,TRUE,Umferðarlagabrot,
2019-077-027-003,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Sérstakar skyldur gagnvart gangandi vegfarendum,Réttur gangandi vegfarenda við gönguþverun og á gangbrautum eigi virtur. Ökumaður nemur staðar á gangbraut,TRUE,Umferðarlagabrot,
2019-077-027-006,Umferðarlagabrot,II. kafli.  Reglur fyrir alla umferð,Sérstakar skyldur gagnvart gangandi vegfarendum,Forgangur gangandi vegfaranda eigi virtur á hjólastíg við biðstöð hópbifreiða,TRUE,Umferðarlagabrot,
2019-077-028-001,Umferðarlagabrot,Um ökumenn,Stöðvun ökutækja og lagning þess,Ökutæki veldur óþægindum eða hættu fyrir umferð,TRUE,Umferðarlagabrot,
2019-077-028-002,Umferðarlagabrot,Um ökumenn,Stöðvun ökutækis og lagning þess,Lagt á röngum vegarhelmingi o.fl,TRUE,Umferðarlagabrot,
2019-077-028-003,Umferðarlagabrot,Um ökumenn,Stöðvun ökutækis og lagning þess,Óheimil stöðvun eða lagning á gangstétt o.fl. Gjald skv. 109. gr,TRUE,Umferðarlagabrot,
2019-077-028-004,Umferðarlagabrot,Um ökumenn,Stöðvun ökutækja og lagning þess,Eigi gengið frá ökutæki með tryggilegum hætti,TRUE,Umferðarlagabrot,
2019-077-028-005,Umferðarlagabrot,Um ökumenn,Stöðvun ökutækis og lagning þess,Dyr ökutækis opnaðar til hættu eða óþæginda o.fl,TRUE,Umferðarlagabrot,
